time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.06,8.820330167880963e-08,-6.623433628923422e-08,10.002322280961902,6.283072188899007,6.282953775224758,0.0,1.2976603196266375e-05,-7.496972312709924e-06,0.07740659265997583,-0.0059513562895934236,-0.012981335079292586,0.0,430.2588244169856,429.1586564938202,429.8868999607613,429.38244443909355,-138.23366972932496
0.12000000000000001,7.842759857497938e-06,-3.4610320286269146e-06,10.007913040275232,6.283095179768875,6.2817785761499785,0.0,0.00033047012880608984,-0.00011887875824813933,0.10894918585561444,0.010733175088897217,-0.03802005538118221,0.0,415.9982078575301,413.8002006973556,413.60934902171635,415.075901797555,-138.4785264320249
0.18,6.8263788846055e-05,-1.0009258278616215e-05,10.019209184097864,0.0004529606382881468,6.279839471374199,0.0,0.0019149740603587953,-3.3437613687861716e-05,0.26756389019539123,0.005455925436112213,-0.022837955329583902,0.0,454.1643428443609,455.3797844682496,455.7235028343197,455.30144163411836,-137.5254579787475
0.23999999999999996,0.0002540735103510625,-1.7728495353949742e-06,10.037313788023164,0.0009174323628791115,6.278510566669169,0.0,0.0044099278819798625,0.0003468486547066174,0.33590422817375554,0.011959372424190724,-0.02080394764688306,0.0,426.65526244687135,426.8288127733712,426.6329955615178,427.18771054311196,-138.33626551968229
0.3,0.0006387057665223489,4.4712367927927276e-05,10.0642564431416,0.0016333452673551463,6.277014998585566,0.0,0.00857434299900613,0.0012890773214878455,0.5620990987022123,0.01187684425602281,-0.03480222646683113,0.0,476.1454900651989,475.0734564823883,475.21521671178084,475.20875909321165,-136.93538750627027
0.36000000000000004,0.0012840060494251093,0.0001571752576524962,10.100268064318987,0.0021176219229737114,6.274806309595505,0.0,0.013146631441408395,0.0025198845974784756,0.6382467707811202,-0.0009005621836604347,-0.04116651664407229,0.0,429.7366731828629,429.19625484502194,430.3017031963776,429.2187437612551,-138.14550217706585
0.4200000000000001,0.0022459661278324675,0.0003502756832615066,10.140519554834466,0.0025538010838621616,6.272513589034318,0.0,0.019148435139899393,0.003938731361453505,0.7034291037049127,0.019977961106563254,-0.03287702227946058,0.0,426.6642586496107,427.3705022127549,424.39279813057,426.1807720468284,-138.12701179281964
0.48000000000000015,0.0036375490648536753,0.0006480773650953645,10.187094211807867,0.00404804237109424,6.270904922730464,0.0,0.027428954294437452,0.00613573700411614,0.8489595497308052,0.033280413112068745,-0.016827466733877687,0.0,450.9508834478763,452.245095780742,451.1813758003718,452.2540301338266,-137.4260016541719
0.5400000000000001,0.0055839911353355995,0.0011227926092452825,10.244514990843593,0.005937049951223905,6.270127582935373,0.0,0.03755554636057207,0.009919160467408867,1.0648877054882848,0.027623578878444473,-0.006160426520118255,0.0,471.8396550872275,472.6624615939979,474.0152222314498,473.58065059371813,-136.85643655230103
0.6000000000000002,0.00813312028780528,0.0018585174297853114,10.313278774914302,0.007322456348706652,6.269616247933829,0.0,0.047461696789652695,0.014775447046843368,1.2270762977432852,0.01198665108856804,-0.013722527646436621,0.0,458.23764960402957,457.6363077591154,457.4323209376635,456.18558116511076,-137.19019564467527
